STT,question,answer,Unnamed: 3,Unnamed: 4,category
KH_444,Mục đích chính của Kế hoạch đánh giá số 444/KH-ĐHBD ngày 24/5/2024 tại Trường Đại học Bình Dương là gì?,"Mục đích chính là nâng cao chất lượng các chương trình đào tạo đại học ngành Công nghệ Kỹ thuật Ô tô, Công nghệ Thông tin, Kế toán, Luật Kinh tế và chương trình đào tạo thạc sĩ ngành Quản trị Kinh doanh; đồng thời là điều kiện cần thiết để Nhà trường đăng ký đánh giá ngoài và được công nhận đạt tiêu chuẩn chất lượng giáo dục.",,,Giảng viên
KH_444,Phạm vi thực hiện đánh giá trong Kế hoạch đánh giá số 444/KH-ĐHBD bao gồm những hoạt động gì?,Phạm vi đánh giá bao gồm toàn bộ các hoạt động của đơn vị thực hiện chương trình đào tạo theo tiêu chuẩn đánh giá chất lượng chương trình đào tạo do Bộ Giáo dục và Đào tạo ban hành.,,,Giảng viên
KH_444,Bộ công cụ tự đánh giá được sử dụng trong Kế hoạch đánh giá số 444/KH-ĐHBD là gì?,Bộ công cụ tự đánh giá là bộ tiêu chuẩn đánh giá chất lượng chương trình đào tạo trình độ đại học ban hành kèm theo Thông tư 04/2016/TT-BGDĐT và các văn bản hướng dẫn liên quan.,,,Giảng viên
KH_444,Cơ cấu tổ chức Hội đồng tự đánh giá trong Kế hoạch đánh giá số 444/KH-ĐHBD gồm những thành phần nào?,"Cơ cấu tổ chức gồm Hội đồng tự đánh giá cho từng ngành đào tạo, Ban Thư ký chịu trách nhiệm biên tập, tổng hợp, và các Nhóm công tác chuyên trách (từ Nhóm 1 đến Nhóm 6) phụ trách tìm minh chứng, xử lý dữ liệu và viết báo cáo cho từng tiêu chí cụ thể.",,,Giảng viên
KH_444,Ban Thư ký Hội đồng tự đánh giá có trách nhiệm gì trong quá trình thực hiện Kế hoạch đánh giá số 444/KH-ĐHBD?,"Ban Thư ký chịu trách nhiệm biên tập, tổng hợp các tiêu chuẩn, tiêu chí; xây dựng dự thảo báo cáo; lập kế hoạch hoạt động; giám sát tiến độ và phối hợp cùng các nhóm công tác chuyên trách hoàn thiện báo cáo tự đánh giá.",,,Giảng viên
KH_444,Nhóm trưởng các Nhóm công tác chuyên trách thực hiện nhiệm vụ gì?,"Nhóm trưởng điều hành chung nhóm công tác, tổ chức họp nhóm, phân công nhiệm vụ, hướng dẫn tìm minh chứng, chịu trách nhiệm về kế hoạch thực hiện và chất lượng báo cáo của từng tiêu chuẩn được giao.",,,Giảng viên
KH_444,Nhiệm vụ của thành viên các Nhóm công tác chuyên trách trong quá trình tự đánh giá là gì?,"Thành viên có trách nhiệm tìm kiếm minh chứng, xử lý dữ liệu, lập bảng mã hóa thông tin, và viết báo cáo theo từng tiêu chí được giao dưới sự phân công của Nhóm trưởng.",,,Giảng viên
KH_444,"Trong Kế hoạch đánh giá số 444/KH-ĐHBD, khi tổ chức tập huấn nghiệp vụ tự đánh giá, thời gian và thành phần tham gia là ai?","Tập huấn nghiệp vụ tự đánh giá dự kiến tổ chức vào tháng 6 năm 2024, với sự tham gia của toàn thể Hội đồng tự đánh giá, Ban Thư ký và các Nhóm công tác chuyên trách.",,,Giảng viên
KH_444,Nội dung chính của chương trình tập huấn nghiệp vụ tự đánh giá trong Kế hoạch đánh giá số 444/KH-ĐHBD bao gồm những gì?,"Nội dung tập huấn bao gồm: phổ biến hệ thống văn bản về tự đánh giá chương trình đào tạo; hướng dẫn quy trình, thủ tục tự đánh giá; hướng dẫn tìm kiếm, mã hóa và số hóa minh chứng; hướng dẫn viết phiếu đánh giá tiêu chí và lập báo cáo tự đánh giá.",,,Giảng viên
KH_444,Các nguồn lực nhân sự cần huy động phục vụ công tác tự đánh giá theo Kế hoạch đánh giá số 444/KH-ĐHBD bao gồm những ai?,"Nguồn nhân sự gồm: các thành viên Hội đồng tự đánh giá, Ban Thư ký, Nhóm công tác chuyên trách, lãnh đạo các phòng/ban/khoa, chuyên viên, giảng viên, tổ chức Đảng, Đoàn, Hội sinh viên và Công đoàn.",,,Giảng viên
KH_444,Phòng Tổng hợp có trách nhiệm gì về cơ sở vật chất phục vụ tự đánh giá theo Kế hoạch đánh giá số 444/KH-ĐHBD?,"Phòng Tổng hợp chịu trách nhiệm bố trí phòng làm việc, phòng họp cho công tác tự đánh giá và mua sắm các công cụ, dụng cụ phục vụ như văn phòng phẩm.",,,Giảng viên
KH_444,Phòng Tài chính - Kế toán đảm nhiệm nhiệm vụ gì liên quan đến kinh phí thực hiện Kế hoạch đánh giá số 444/KH-ĐHBD?,"Phòng Tài chính - Kế toán có trách nhiệm lập dự trù kinh phí cho các hoạt động như phiên họp, tập huấn, xây dựng báo cáo, tìm kiếm minh chứng, biên tập, sửa chữa báo cáo và mua sắm văn phòng phẩm.",,,Giảng viên
KH_444,"Các nhóm công tác, cá nhân trong quá trình tự đánh giá theo Kế hoạch đánh giá số 444/KH-ĐHBD sẽ lập Bảng danh mục minh chứng vào thời điểm nào?","Sau khi hoàn tất phân tích tiêu chí, tìm kiếm và mã hóa minh chứng, các nhóm công tác sẽ lập Bảng danh mục minh chứng dựa trên các tài liệu, dữ liệu đã thu thập.",,,Giảng viên
KH_444,Thời gian triển khai toàn bộ nội dung của Kế hoạch đánh giá số 444/KH-ĐHBD kéo dài trong bao lâu?,"Kế hoạch triển khai từ ngày 27/5/2024 đến ngày 17/11/2024, với các giai đoạn cụ thể bao gồm họp lãnh đạo, tập huấn, thu thập minh chứng, viết báo cáo, lấy ý kiến phản biện và hoàn thiện báo cáo cuối cùng.",,,Giảng viên
KH_444,Dự thảo báo cáo tự đánh giá trong Kế hoạch đánh giá số 444/KH-ĐHBD được công bố nội bộ để lấy ý kiến phản biện vào thời điểm nào?,"Dự thảo báo cáo tự đánh giá được công bố nội bộ trong tuần 21 và 22 (từ 14/10 đến 27/10/2024) để lấy ý kiến góp ý từ các đơn vị chức năng, bộ môn, phòng ban, giảng viên, nhân viên, người học và nhà tuyển dụng.",,,Giảng viên
KH_444,"Sau khi hoàn thiện, Báo cáo tự đánh giá theo Kế hoạch đánh giá số 444/KH-ĐHBD được gửi đến đâu?",Hội đồng tự đánh giá hoàn thiện và nộp báo cáo cho lãnh đạo đơn vị thực hiện chương trình đào tạo và Ban Giám hiệu Trường Đại học Bình Dương.,,,Giảng viên
KH_444,Kế hoạch đánh giá số 444/KH-ĐHBD nhấn mạnh điều gì đối với trách nhiệm của các đơn vị và cá nhân liên quan?,"Kế hoạch nhấn mạnh yêu cầu các đơn vị, cá nhân liên quan nghiêm túc thực hiện đầy đủ các nội dung công việc đúng tiến độ đã được quy định trong kế hoạch.",,,Giảng viên
KH_680,Kế hoạch số 680/KH-ĐHBD về việc triển khai thực hiện Quy định về công khai trong hoạt động của các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân được ban hành bởi đơn vị nào?,Kế hoạch số 680/KH-ĐHBD được ban hành bởi Trường Đại học Bình Dương.,,,Giảng viên
KH_680,Căn cứ pháp lý chính của Kế hoạch số 680/KH-ĐHBD là văn bản nào của Bộ Giáo dục và Đào tạo?,Kế hoạch số 680/KH-ĐHBD căn cứ theo Thông tư số 09/2024/TT-BGDĐT ngày 06 tháng 3 năm 2024 của Bộ trưởng Bộ Giáo dục và Đào tạo.,,,Giảng viên
KH_680,Mục đích chính của việc triển khai thực hiện Kế hoạch số 680/KH-ĐHBD là gì?,"Mục đích chính là minh bạch các thông tin liên quan đến Trường Đại học Bình Dương để giáo viên, cán bộ quản lý giáo dục, người lao động, người học, gia đình người học và toàn xã hội có thể giám sát, đồng thời thực hiện báo cáo định kỳ theo quy định của Bộ Giáo dục và Đào tạo.",,,Giảng viên
KH_680,Các yêu cầu đối với dữ liệu cung cấp trong quá trình thực hiện Kế hoạch số 680/KH-ĐHBD là gì?,"Dữ liệu cung cấp phải chính xác, rõ ràng, đầy đủ, kịp thời và dễ tiếp cận theo đúng quy định.",,,Giảng viên
KH_680,Thời hạn dữ liệu cần cung cấp trong Kế hoạch số 680/KH-ĐHBD bao gồm kết quả của những năm nào và đến thời điểm nào?,"Dữ liệu bao gồm kết quả năm 2024 và 2025, trong đó dữ liệu năm 2024 phải được cung cấp đến ngày 15/06/2025.",,,Giảng viên
KH_680,Thời hạn cuối cùng các đơn vị thuộc Trường Đại học Bình Dương phải hoàn thành việc tổng hợp và cung cấp dữ liệu phục vụ Kế hoạch số 680/KH-ĐHBD là khi nào?,Trước ngày 20/6/2025.,,,Giảng viên
KH_680,Văn bản và file mềm báo cáo trong Kế hoạch số 680/KH-ĐHBD phải được nộp về đâu và thông qua email nào?,Văn bản và file mềm phải được gửi về Phòng Đảm bảo chất lượng và Khảo thí qua email: tmdam@bdu.edu.vn.,,,Giảng viên
KH_680,"Sau khi nhận dữ liệu báo cáo, Phòng Đảm bảo chất lượng và Khảo thí có trách nhiệm gì trong Kế hoạch số 680/KH-ĐHBD?","Phòng Đảm bảo chất lượng và Khảo thí có trách nhiệm tổng hợp, báo cáo lên Ban Giám hiệu trước ngày 30/6/2025 và gửi báo cáo cho Bộ Giáo dục và Đào tạo.",,,Giảng viên
KH_680,Đơn vị nào chịu trách nhiệm hiển thị công khai thông tin trên trang thông tin điện tử của Trường Đại học Bình Dương theo Kế hoạch số 680/KH-ĐHBD?,Khoa Công nghệ thông tin – Robot và Trí tuệ nhân tạo chịu trách nhiệm hiển thị công khai thông tin trên trang thông tin điện tử của Trường Đại học Bình Dương.,,,Giảng viên
KH_680,Bộ phận nào chịu trách nhiệm lưu trữ và trích lục dữ liệu phục vụ Kế hoạch số 680/KH-ĐHBD?,Bộ phận lưu trữ thuộc Phòng Tổng hợp chịu trách nhiệm lưu trữ và trích lục dữ liệu phục vụ công tác công khai thông tin.,,,Giảng viên
KH_680,Kế hoạch số 680/KH-ĐHBD là căn cứ để các đơn vị trong Trường Đại học Bình Dương triển khai những nội dung gì?,Kế hoạch số 680/KH-ĐHBD là căn cứ để các đơn vị triển khai công tác công khai thông tin theo quy định về công khai hoạt động trong cơ sở giáo dục thuộc hệ thống giáo dục quốc dân.,,,Giảng viên
KH_680,Những nội dung chính cần báo cáo và công khai theo Kế hoạch số 680/KH-ĐHBD bao gồm những gì?,"Nội dung báo cáo bao gồm: thông tin chung về cơ sở giáo dục, tài chính, điều kiện đảm bảo chất lượng đào tạo và nghiên cứu, hoạt động đào tạo, đội ngũ nhà giáo và nhân viên, cơ sở vật chất, kiểm định chất lượng giáo dục, kết quả tuyển sinh và đào tạo, hoạt động khoa học công nghệ và các nhiệm vụ trọng tâm khác.",,,Giảng viên
KH_680,Ai là người ký và ban hành Kế hoạch số 680/KH-ĐHBD của Trường Đại học Bình Dương?,Kế hoạch số 680/KH-ĐHBD do Hiệu trưởng Cao Việt Hiếu ký và ban hành.,,,Giảng viên
QD_101,Quyết định điều chỉnh số 101/QĐ-ĐHBD dành cho ai?,Dành cho đội ngũ cố vấn và giảng viên tại Trường Đại học Bình Dương.,,,Giảng viên
QD_101,Quyết định số 101/QĐ-ĐHBD dựa trên những văn bản pháp lý nào?,"Dựa trên các quyết định như số 791/TTg, 1420/QĐ-TTg, Thông tư 09/2022, Nghị quyết 02/NQ-HNNĐT, và Quyết định số 319/QĐ-ĐHBD.",,,Giảng viên
QD_101,"Để được giới thiệu ký hợp đồng với Trường Đại học Bình Dương, nhân sự cần thỏa mãn những điều kiện nào?","Phải ký hợp đồng lao động ít nhất 3 năm (đối với người Việt Nam) hoặc 2 năm (đối với người nước ngoài), tham gia bảo hiểm xã hội, trong độ tuổi lao động, và có văn bằng hợp lệ.",,,Giảng viên
QD_101,Yêu cầu với văn bằng của nhân sự được giới thiệu theo Quyết định số 101/QĐ-ĐHBD là gì?,"Phải là văn bằng thật, đúng chuẩn Bộ Giáo dục và Đào tạo, được cấp trong hoặc ngoài nước, được dịch thuật sang tiếng Việt và chứng thực hợp pháp.",,,Giảng viên
QD_101,Mức thù lao dành cho giáo sư theo Quyết định số 101/QĐ-ĐHBD là bao nhiêu?,Giáo sư nhận 15 triệu đồng/người.,,,Giảng viên
QD_101,Phó giáo sư sẽ nhận mức thù lao bao nhiêu theo Quyết định số 101/QĐ-ĐHBD?,Phó giáo sư nhận 13 triệu đồng/người.,,,Giảng viên
QD_101,Tiến sĩ và thạc sĩ được trả thù lao thế nào theo Quyết định số 101/QĐ-ĐHBD?,"Tiến sĩ nhận 10 triệu đồng/người, thạc sĩ nhận 5 triệu đồng/người.",,,Giảng viên
QD_101,Nhân sự người nước ngoài nhận thù lao ra sao theo Quyết định số 101/QĐ-ĐHBD?,Nhân sự người nước ngoài được nhận 10 triệu đồng/người.,,,Giảng viên
QD_101,Cách tính tỷ lệ phần trăm thù lao dựa trên ngành đào tạo và văn bằng như thế nào theo Quyết định số 101/QĐ-ĐHBD?,"Ngành đúng nhận 100%, ngành gần nhận 50%, văn bằng nước ngoài chưa được công nhận nhưng có chứng chỉ tiếng Anh thì được nhận 50%.",,,Giảng viên
QD_101,Thù lao theo Quyết định số 101/QĐ-ĐHBD được thanh toán khi nào?,Sau 3 tháng kể từ ngày ký hợp đồng lao động.,,,Giảng viên
QD_101,Ai là người kiểm tra và làm thủ tục thanh toán thù lao theo Quyết định số 101/QĐ-ĐHBD?,Phòng Nhân sự và Phòng Tổng hợp của Trường Đại học Bình Dương dựa trên đề xuất của người giới thiệu.,,,Giảng viên
QD_101,Quyết định số 101/QĐ-ĐHBD có hiệu lực từ khi nào?,Có hiệu lực ngay từ ngày ký.,,,Giảng viên
QD_101,Quyết định số 101/QĐ-ĐHBD thay thế quyết định nào?,Thay thế Quyết định số 225/QĐ-ĐHBD ngày 09/4/2021.,,,Giảng viên
QD_101,Có điểm cần lưu ý gì về các số quyết định bị thay thế theo Quyết định số 101/QĐ-ĐHBD?,"Có sự khác biệt nhỏ giữa các số quyết định, cần kiểm tra để tránh nhầm lẫn.",,,Giảng viên
QD_101,Tại sao mức thù lao lại phân chia theo trình độ và ngành đào tạo theo Quyết định số 101/QĐ-ĐHBD?,Để đảm bảo thù lao phù hợp với trình độ chuyên môn và ngành học của nhân sự.,,,Giảng viên
QD_101,Nhân sự người nước ngoài cần chuẩn bị giấy tờ gì khi ký hợp đồng theo Quyết định số 101/QĐ-ĐHBD?,Phải có hồ sơ đầy đủ và giấy phép lao động hợp pháp.,,,Giảng viên
QD_101,Phòng ban nào chịu trách nhiệm thực hiện Quyết định số 101/QĐ-ĐHBD?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán và các đơn vị liên quan.",,,Giảng viên
QD_101,Mục đích của Quyết định số 101/QĐ-ĐHBD là gì?,Chuẩn hóa và hoàn thiện chế độ làm việc và mức thù lao cho cố vấn và giảng viên.,,,Giảng viên
QD_101,Nếu văn bằng nước ngoài chưa được công nhận thì có được trả thù lao không theo Quyết định số 101/QĐ-ĐHBD?,"Có, được trả 50% mức thù lao nếu đáp ứng điều kiện giảng dạy bằng tiếng Anh và có chứng thực dịch thuật.",,,Giảng viên
QD_101,Có sự khác biệt nào giữa thù lao cho nhân sự người nước ngoài và tiến sĩ trong nước theo Quyết định số 101/QĐ-ĐHBD không?,"Mặc dù cùng mức 10 triệu đồng/người, nhưng nhân sự nước ngoài có thể chịu thêm chi phí hợp pháp hóa giấy tờ và cấp phép lao động, khiến chi phí thực nhận thấp hơn.",,,Giảng viên
QD_101,Nếu một người có nhiều văn bằng ở các ngành khác nhau thì áp dụng mức thù lao theo ngành nào theo Quyết định số 101/QĐ-ĐHBD?,"Nhà trường sẽ căn cứ vào ngành phù hợp nhất với môn giảng dạy để xác định mức thù lao theo ngành đúng hay ngành gần, không cộng dồn.",,,Giảng viên
QD_101,Trường hợp nhân sự chưa đủ điều kiện ký hợp đồng 3 năm nhưng vẫn được mời giảng thì có được nhận thù lao không theo Quyết định số 101/QĐ-ĐHBD?,"Về nguyên tắc, họ không đủ điều kiện nhận thù lao theo quyết định. Tuy nhiên, có thể được ký hợp đồng ngắn hạn riêng và hưởng thù lao theo quy định khác.",,,Giảng viên
QD_101,Vì sao văn bằng nước ngoài chưa được công nhận chỉ được trả 50% theo Quyết định số 101/QĐ-ĐHBD?,"Vì chưa có xác thực chính thức từ Bộ Giáo dục và Đào tạo, nên nhà trường chỉ chi trả một phần để hạn chế rủi ro, trừ khi văn bằng đó phục vụ dạy bằng tiếng Anh và có chứng thực dịch thuật.",,,Giảng viên
QD_101,Thù lao theo Quyết định số 101/QĐ-ĐHBD đã bao gồm thuế thu nhập cá nhân chưa?,"Quyết định không nêu rõ, nhưng thông thường thù lao được tính là mức chi trả trước thuế, người nhận sẽ chịu thuế thu nhập cá nhân theo quy định hiện hành.",,,Giảng viên
QD_101,Có cần bổ sung quyết định kèm theo hợp đồng khi làm thủ tục thanh toán thù lao không theo Quyết định số 101/QĐ-ĐHBD?,Có. Quyết định là căn cứ pháp lý quan trọng để Phòng Tài chính - Kế toán và các đơn vị liên quan thực hiện chi trả đúng quy định.,,,Giảng viên
QD_101,Thù lao theo Quyết định số 101/QĐ-ĐHBD có được điều chỉnh theo lạm phát hoặc từng năm học không?,"Không. Mức thù lao cố định theo quyết định hiện tại. Nếu có thay đổi, phải được ban hành trong quyết định mới thay thế hoặc bổ sung.",,,Giảng viên
QD_101,Trường hợp giảng viên có học hàm giáo sư nhưng giảng dạy ngành gần có được hưởng 100% thù lao không theo Quyết định số 101/QĐ-ĐHBD?,"Không. Vẫn chỉ được 50% mức thù lao nếu văn bằng thuộc ngành gần, bất kể học hàm hay học vị.",,,Giảng viên
QD_101,Nếu đã ký hợp đồng nhưng không giảng dạy thì có được nhận thù lao không theo Quyết định số 101/QĐ-ĐHBD?,"Không. Chỉ khi có bằng chứng về thực hiện nhiệm vụ giảng dạy, như phân công môn học, lịch giảng và nghiệm thu, thì mới được thanh toán thù lao.",,,Giảng viên
QD_101,"Việc xác định ngành đúng, ngành gần do ai quyết định theo Quyết định số 101/QĐ-ĐHBD?","Do nhà trường, cụ thể là Phòng Nhân sự phối hợp với Phòng Quản lý Đào tạo, dựa trên khung chương trình đào tạo và hồ sơ chuyên môn của nhân sự.",,,Giảng viên
QD_1153,Quyết định số 1153/QĐ-ĐHBD được ban hành vào thời điểm nào?,Ngày 24 tháng 6 năm 2024.,,,Giảng viên
QD_1153,Ai là người ký ban hành Quyết định số 1153/QĐ-ĐHBD?,Hiệu trưởng Trường Đại học Bình Dương – ông Cao Việt Hiếu.,,,Giảng viên
QD_1153,Nội dung chính của Quyết định số 1153/QĐ-ĐHBD quy định về vấn đề gì?,Quy định định mức thù lao để thực hiện xây dựng và thẩm định ngân hàng đề thi các môn học trong chương trình đào tạo trình độ đại học tại Trường Đại học Bình Dương.,,,Giảng viên
QD_1153,Đối tượng giảng viên được áp dụng định mức thù lao theo Quyết định số 1153/QĐ-ĐHBD gồm những ai?,Gồm giảng viên cơ hữu và giảng viên thỉnh giảng của Trường Đại học Bình Dương.,,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, giảng viên cơ hữu xây dựng ngân hàng câu hỏi trắc nghiệm được tính công như thế nào?",Được tính 20 giờ chuẩn cho 100 câu hỏi trắc nghiệm tương ứng với 01 tín chỉ.,,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, giảng viên thỉnh giảng xây dựng 100 câu hỏi trắc nghiệm được nhận mức thù lao bao nhiêu?",Được nhận 2.000.000 đồng cho 100 câu hỏi trắc nghiệm trong 01 tín chỉ.,,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, giảng viên cơ hữu xây dựng câu hỏi tự luận sẽ được tính công như thế nào?",Được tính 24 giờ chuẩn cho 30 câu hỏi tự luận tương ứng với 01 tín chỉ.,,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, giảng viên thỉnh giảng xây dựng 30 câu hỏi tự luận sẽ nhận thù lao bao nhiêu?",Được nhận 2.400.000 đồng cho 30 câu hỏi tự luận trong 01 tín chỉ.,,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, Hội đồng thẩm định ngân hàng đề thi gồm những thành phần nào được chi trả thù lao?","Gồm Chủ tịch Hội đồng, Ủy viên Hội đồng, Thư ký Hội đồng và Phản biện.",,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, mức thù lao dành cho Chủ tịch Hội đồng thẩm định ngân hàng đề thi là bao nhiêu?",500.000 đồng/người.,,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, mức thù lao dành cho Ủy viên Hội đồng thẩm định ngân hàng đề thi là bao nhiêu?",300.000 đồng/người.,,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, Thư ký Hội đồng thẩm định ngân hàng đề thi được nhận mức thù lao bao nhiêu?",300.000 đồng/người.,,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, thù lao phản biện cho mỗi câu hỏi trắc nghiệm được quy định như thế nào?",5.000 đồng cho mỗi câu hỏi trắc nghiệm được phản biện.,,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, thù lao phản biện cho mỗi câu hỏi tự luận được quy định như thế nào?",15.000 đồng cho mỗi câu hỏi tự luận được phản biện.,,,Giảng viên
QD_1153,Thời điểm Quyết định số 1153/QĐ-ĐHBD bắt đầu có hiệu lực thi hành là khi nào?,"Có hiệu lực kể từ ngày ký, tức ngày 24 tháng 6 năm 2024.",,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, những đơn vị nào có trách nhiệm triển khai thực hiện?","Gồm Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Quản lý đào tạo và Công tác sinh viên, Phòng Đảm bảo chất lượng và Khảo thí, Phân hiệu Cà Mau và các đơn vị, cá nhân liên quan.",,,Giảng viên
QD_1153,Quyết định số 1153/QĐ-ĐHBD được ban hành dựa trên đề xuất nào?,Dựa trên Văn bản số 90/P.BĐCL&KT ngày 14 tháng 5 năm 2024 của Phòng Đảm bảo chất lượng và Khảo thí.,,,Giảng viên
QD_1153,Mục đích của việc ban hành Quyết định số 1153/QĐ-ĐHBD là gì?,"Nhằm chuẩn hóa việc chi trả thù lao trong hoạt động xây dựng và thẩm định ngân hàng đề thi, đảm bảo công bằng và minh bạch.",,,Giảng viên
QD_1153,Sự khác biệt về thù lao giữa câu hỏi trắc nghiệm và câu hỏi tự luận được quy định như thế nào trong Quyết định số 1153/QĐ-ĐHBD?,"Câu hỏi tự luận có mức thù lao cao hơn vì yêu cầu phân tích, đánh giá sâu hơn so với câu hỏi trắc nghiệm.",,,Giảng viên
QD_1153,Thù lao trong Quyết định số 1153/QĐ-ĐHBD được tính toán dựa trên những tiêu chí nào?,"Dựa trên loại câu hỏi, số lượng câu hỏi, số tín chỉ, vai trò trong hội đồng và loại hình giảng viên (cơ hữu hoặc thỉnh giảng).",,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, giảng viên thỉnh giảng có thể đồng thời tham gia xây dựng đề thi và phản biện không?","Về nguyên tắc, để đảm bảo khách quan thì không nên vừa xây dựng vừa phản biện cùng đề thi; tuy nhiên Quyết định không quy định cấm tuyệt đối, việc phân công do nhà trường quyết định.",,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, giảng viên cơ hữu xây dựng đề thi trắc nghiệm với 50 câu hỏi thì được tính thù lao như thế nào?","Sẽ được tính 10 giờ chuẩn, tương ứng với một nửa mức thù lao quy định cho 100 câu hỏi trắc nghiệm trong 01 tín chỉ.",,,Giảng viên
QD_1153,"Theo Quyết định số 1153/QĐ-ĐHBD, giảng viên thỉnh giảng cần đáp ứng điều kiện gì để được giao xây dựng ngân hàng đề thi?","Quyết định không quy định điều kiện cụ thể; tuy nhiên, giảng viên thỉnh giảng cần có chuyên môn phù hợp với môn học và được nhà trường phân công nhiệm vụ.",,,Giảng viên
QD_1153,"Nếu sản phẩm đề thi chưa đạt yêu cầu sau khi phản biện, giảng viên xây dựng đề thi có được nhận đủ thù lao theo Quyết định số 1153/QĐ-ĐHBD không?","Trong Quyết định không đề cập trực tiếp, nhưng thông thường chỉ được thanh toán thù lao khi sản phẩm được nghiệm thu đạt yêu cầu.",,,Giảng viên
QD_1153,Thù lao phản biện đề thi theo Quyết định số 1153/QĐ-ĐHBD được tính dựa trên số lượng câu hỏi hay số buổi làm việc?,Được tính theo số lượng câu hỏi: 5.000 đồng/câu hỏi trắc nghiệm và 15.000 đồng/câu hỏi tự luận.,,,Giảng viên
QD_1153,"Nếu giảng viên hoàn thành xây dựng đề thi nhưng chưa được mời phản biện, có thể đề xuất tham gia phản biện không theo Quyết định số 1153/QĐ-ĐHBD?","Giảng viên có thể đề xuất, tuy nhiên quyền quyết định phân công phản biện thuộc về nhà trường thông qua các phòng chức năng và hội đồng chuyên môn.",,,Giảng viên
QD_1153,Giảng viên có bị giới hạn số lượng môn học tham gia xây dựng ngân hàng đề thi theo Quyết định số 1153/QĐ-ĐHBD không?,"Quyết định không giới hạn cụ thể số lượng, tuy nhiên việc phân công nhiệm vụ sẽ do các phòng chuyên môn cân nhắc để đảm bảo chất lượng và khối lượng công việc phù hợp.",,,Giảng viên
QD_1153,Giảng viên cơ hữu có thể nhận thù lao theo mức của giảng viên thỉnh giảng không theo Quyết định số 1153/QĐ-ĐHBD?,"Không thể; mức thù lao được quy định rõ theo loại hình giảng viên, không được tự ý thay đổi.",,,Giảng viên
QD_1153,Thù lao dành cho Chủ tịch Hội đồng và Thư ký Hội đồng thẩm định có bằng nhau theo Quyết định số 1153/QĐ-ĐHBD không?,"Không bằng nhau; Chủ tịch Hội đồng nhận 500.000 đồng/người, còn Thư ký nhận 300.000 đồng/người.",,,Giảng viên
QD_1153,"Khi xây dựng ngân hàng đề thi có cả câu hỏi trắc nghiệm và tự luận, thù lao sẽ được tính như thế nào theo Quyết định số 1153/QĐ-ĐHBD?","Thù lao được tính riêng biệt cho từng loại câu hỏi, áp dụng mức thù lao cụ thể cho câu hỏi trắc nghiệm và câu hỏi tự luận, tùy theo số lượng câu hỏi mỗi loại.",,,Giảng viên
QD_285,Quyết định số 285/QĐ-ĐHBD được ban hành bởi ai và vào thời điểm nào?,Quyết định số 285/QĐ-ĐHBD được ban hành vào ngày 04 tháng 01 năm 2024 bởi Hiệu trưởng Trường Đại học Bình Dương.,,,Giảng viên
QD_285,Mục đích chính của Quyết định số 285/QĐ-ĐHBD là gì?,"Mục đích chính của Quyết định số 285/QĐ-ĐHBD là điều chỉnh, bổ sung phân công giảng viên thực hiện nhiệm vụ Giáo viên chủ nhiệm, Cố vấn học tập cho năm học 2023-2024.",,,Giảng viên
QD_285,Quyết định số 285/QĐ-ĐHBD áp dụng cho năm học nào?,Quyết định số 285/QĐ-ĐHBD áp dụng cho năm học 2023-2024.,,,Giảng viên
QD_285,Quyết định số 285/QĐ-ĐHBD được ban hành căn cứ theo những quy định pháp lý nào?,"Quyết định số 285/QĐ-ĐHBD được ban hành căn cứ theo Luật Giáo dục đại học 2012 và sửa đổi bổ sung năm 2018, Nghị định số 99/2019/NĐ-CP của Chính phủ, các văn bản hướng dẫn của Bộ Giáo dục và Đào tạo, cùng các quyết định và nghị quyết nội bộ của Trường Đại học Bình Dương.",,,Giảng viên
QD_285,"Vì sao Trường Đại học Bình Dương cần điều chỉnh, bổ sung phân công Giáo viên chủ nhiệm và Cố vấn học tập?","Việc điều chỉnh, bổ sung nhằm cập nhật nhân sự, tối ưu hóa công tác quản lý sinh viên và nâng cao hiệu quả hỗ trợ người học trong năm học 2023-2024.",,,Giảng viên
